Year,yhat,Country,Indicator
1986,19.795112514400067,United States,CO2
1987,19.852395826536593,United States,CO2
1988,19.81861403189011,United States,CO2
1989,19.954363649585915,United States,CO2
1990,20.102771672363346,United States,CO2
1991,20.160054984489733,United States,CO2
1992,20.126273188113128,United States,CO2
1993,20.26202280148346,United States,CO2
1994,20.410430821305653,United States,CO2
1995,20.467714127927422,United States,CO2
1996,20.433932325029225,United States,CO2
1997,20.569635354696782,United States,CO2
1998,20.71799691759641,United States,CO2
1999,20.775063351916387,United States,CO2
2000,20.74088367531177,United States,CO2
2001,20.875963640118062,United States,CO2
2002,20.90946713293766,United States,CO2
2003,20.851729583259633,United States,CO2
2004,20.39690971225275,United States,CO2
2005,20.110467723545995,United States,CO2
2006,19.83672868765976,United States,CO2
2007,19.471639927312083,United States,CO2
2008,19.01547112930946,United States,CO2
2009,18.727676516400063,United States,CO2
2010,18.45369753483627,United States,CO2
2011,18.088593844673788,United States,CO2
2012,17.632425047939062,United States,CO2
2013,17.344720978610535,United States,CO2
2014,17.070858191384527,United States,CO2
2015,16.705901112820566,United States,CO2
2016,16.24993220310421,United States,CO2
2017,15.962338027637731,United States,CO2
2018,15.688558935144297,United States,CO2
2019,15.32365513199943,United States,CO2
2020,14.867686222283442,United States,CO2
2021,14.580092046817548,United States,CO2
2022,14.306312954324,United States,CO2
2023,13.941409151179139,United States,CO2
2023,12.13965397495655,United States,CO2
2024,12.938617595113184,United States,CO2
2025,12.30130398242129,United States,CO2
2026,11.574012957842978,United States,CO2
2027,10.757407994141136,United States,CO2
1986,1.4414200721400428,China,CO2
1987,1.606582990136064,China,CO2
1988,1.7572022887586491,China,CO2
1989,1.8598819251920673,China,CO2
1990,2.039563999736671,China,CO2
1991,2.2047269191666583,China,CO2
1992,2.3553462177314275,China,CO2
1993,2.458025854820904,China,CO2
1994,2.637708976342564,China,CO2
1995,2.802874409624292,China,CO2
1996,2.9534988872843355,China,CO2
1997,3.056272697238156,China,CO2
1998,3.2360486871357947,China,CO2
1999,3.4014402568362962,China,CO2
2000,3.617790275619174,China,CO2
2001,3.7865463458163586,China,CO2
2002,4.032191078264743,China,CO2
2003,4.263432436741057,China,CO2
2004,4.480176533908869,China,CO2
2005,4.649162133003104,China,CO2
2006,4.8949690075459795,China,CO2
2007,5.126256726425872,China,CO2
2008,5.34300082622533,China,CO2
2009,5.511986427118643,China,CO2
2010,5.757793300446881,China,CO2
2011,5.989081017789754,China,CO2
2012,6.20582511490467,China,CO2
2013,6.374810714080793,China,CO2
2014,6.620617586451788,China,CO2
2015,6.851905303631153,China,CO2
2016,7.06864939892375,China,CO2
2017,7.237634996137377,China,CO2
2018,7.483441866772452,China,CO2
2019,7.7147295822929856,China,CO2
2020,7.931473677585515,China,CO2
2021,8.100459274799277,China,CO2
2022,8.346266145434427,China,CO2
2023,8.577553860954787,China,CO2
2023,8.65339454435201,China,CO2
2024,8.996498832581597,China,CO2
2025,9.184181755582351,China,CO2
2026,9.357396811666138,China,CO2
2027,9.516218823014432,China,CO2
1986,13.765742592000187,Russian Federation,CO2
1987,13.70391961470472,Russian Federation,CO2
1988,13.518520097999055,Russian Federation,CO2
1989,13.332378434564273,Russian Federation,CO2
1990,13.394093515253731,Russian Federation,CO2
1991,13.332270537983431,Russian Federation,CO2
1992,13.14687102115462,Russian Federation,CO2
1993,12.960729357688525,Russian Federation,CO2
1994,13.022444444785133,Russian Federation,CO2
1995,12.960674139147628,Russian Federation,CO2
1996,12.77540723876831,Russian Federation,CO2
1997,12.589668005696076,Russian Federation,CO2
1998,12.651784417360329,Russian Federation,CO2
1999,12.590591711843569,Russian Federation,CO2
2000,12.406149461650802,Russian Federation,CO2
2001,12.221351272454267,Russian Federation,CO2
2002,12.284803401582243,Russian Federation,CO2
2003,12.225097123187671,Russian Federation,CO2
2004,12.042142360881797,Russian Federation,CO2
2005,11.858452149760367,Russian Federation,CO2
2006,11.922753144531118,Russian Federation,CO2
2007,11.863533129778943,Russian Federation,CO2
2008,11.680994076844035,Russian Federation,CO2
2009,11.497833172436847,Russian Federation,CO2
2010,11.56257756078116,Russian Federation,CO2
2011,11.503790270822453,Russian Federation,CO2
2012,11.321426441321702,Russian Federation,CO2
2013,11.138328961805891,Russian Federation,CO2
2014,11.203079909455562,Russian Federation,CO2
2015,11.144292799445992,Russian Federation,CO2
2016,10.961929150102339,Russian Federation,CO2
2017,10.778831671430844,Russian Federation,CO2
2018,10.84358261958852,Russian Federation,CO2
2019,10.784795509786417,Russian Federation,CO2
2020,10.602431860442856,Russian Federation,CO2
2021,10.4193343817723,Russian Federation,CO2
2022,10.484085329930055,Russian Federation,CO2
2023,10.425298220127283,Russian Federation,CO2
2023,8.643810108380219,Russian Federation,CO2
2024,9.937166658563184,Russian Federation,CO2
2025,9.508377222734518,Russian Federation,CO2
2026,8.957158818267137,Russian Federation,CO2
2027,8.284312818727395,Russian Federation,CO2
1986,1.3954315822399885,Brazil,CO2
1987,1.423815501209574,Brazil,CO2
1988,1.4516669675178104,Brazil,CO2
1989,1.5052978053444777,Brazil,CO2
1990,1.5342232009747396,Brazil,CO2
1991,1.562607119961788,Brazil,CO2
1992,1.59045858634431,Brazil,CO2
1993,1.6440894242224706,Brazil,CO2
1994,1.6730148198270038,Brazil,CO2
1995,1.70139873882424,Brazil,CO2
1996,1.7292502051714438,Brazil,CO2
1997,1.7828810430793842,Brazil,CO2
1998,1.8118064387485666,Brazil,CO2
1999,1.84019035778935,Brazil,CO2
2000,1.8680418034007111,Brazil,CO2
2001,1.9216726205175598,Brazil,CO2
2002,1.95059799540256,Brazil,CO2
2003,1.9789818936012757,Brazil,CO2
2004,2.0068333390317394,Brazil,CO2
2005,2.060464155941799,Brazil,CO2
2006,2.089389084481744,Brazil,CO2
2007,2.1177725164904757,Brazil,CO2
2008,2.145606887568875,Brazil,CO2
2009,2.1992205162104916,Brazil,CO2
2010,2.2281263002668377,Brazil,CO2
2011,2.2564399187732436,Brazil,CO2
2012,2.2842210846245883,Brazil,CO2
2013,2.3377192606323565,Brazil,CO2
2014,2.3664772460388157,Brazil,CO2
2015,2.3946647066231073,Brazil,CO2
2016,2.3949000739232704,Brazil,CO2
2017,2.4208391522151502,Brazil,CO2
2018,2.422148448813622,Brazil,CO2
2019,2.4229162687688506,Brazil,CO2
2020,2.4231516360690466,Brazil,CO2
2021,2.4490907143609184,Brazil,CO2
2022,2.450400010959356,Brazil,CO2
2023,2.4511678309146174,Brazil,CO2
2023,2.418963394210542,Brazil,CO2
2024,2.4511155552388146,Brazil,CO2
2025,2.4503147482242067,Brazil,CO2
2026,2.4490110123356654,Brazil,CO2
2027,2.4472149563563774,Brazil,CO2
1986,0.5530958906000049,India,CO2
1987,0.5787502511786256,India,CO2
1988,0.5923829828794313,India,CO2
1989,0.62215292924535,India,CO2
1990,0.6598249800376564,India,CO2
1991,0.6854793405401916,India,CO2
1992,0.6991120722211333,India,CO2
1993,0.7288820186400709,India,CO2
1994,0.7665540695046225,India,CO2
1995,0.7922084300853418,India,CO2
1996,0.8058411618479329,India,CO2
1997,0.8356111083364193,India,CO2
1998,0.8732831592524517,India,CO2
1999,0.8989375198894727,India,CO2
2000,0.9125707489654551,India,CO2
2001,0.9423413203224928,India,CO2
2002,0.9800272127798633,India,CO2
2003,1.0057028391741458,India,CO2
2004,1.0358660115763303,India,CO2
2005,1.0822116875613956,India,CO2
2006,1.1477321685357416,India,CO2
2007,1.2012565544091398,India,CO2
2008,1.2427630008860098,India,CO2
2009,1.3004861015301972,India,CO2
2010,1.3660349318357943,India,CO2
2011,1.4195660718979328,India,CO2
2012,1.4610755831176534,India,CO2
2013,1.518798683751495,India,CO2
2014,1.5843475137853718,India,CO2
2015,1.6378785055355272,India,CO2
2016,1.6793872146545155,India,CO2
2017,1.7371095110187436,India,CO2
2018,1.8026575392699584,India,CO2
2019,1.856187877231399,India,CO2
2020,1.8976965863503903,India,CO2
2021,1.9554188827147172,India,CO2
2022,2.0209669109659023,India,CO2
2023,2.0744972489272486,India,CO2
2023,1.944163409136043,India,CO2
2024,2.1455098945481366,India,CO2
2025,2.1630466843067495,India,CO2
2026,2.1686746628841695,India,CO2
2027,2.1624727808325543,India,CO2
1986,13.398489993460071,Germany,CO2
1987,13.188874767417628,Germany,CO2
1988,12.948546821359797,Germany,CO2
1989,12.836989880309686,Germany,CO2
1990,12.658278401858745,Germany,CO2
1991,12.448663175873943,Germany,CO2
1992,12.208335229935308,Germany,CO2
1993,12.096873567333123,Germany,CO2
1994,11.918500191129812,Germany,CO2
1995,11.709320948567507,Germany,CO2
1996,11.469679689148418,Germany,CO2
1997,11.44516216097048,Germany,CO2
1998,11.353252282839183,Germany,CO2
1999,11.230731394511604,Germany,CO2
2000,11.07758823778418,Germany,CO2
2001,11.053505729360314,Germany,CO2
2002,10.962061068612119,Germany,CO2
2003,10.839712660372705,Germany,CO2
2004,10.686651532131224,Germany,CO2
2005,10.66260049595367,Germany,CO2
2006,10.571155835306616,Germany,CO2
2007,10.448807426995188,Germany,CO2
2008,10.29574629878221,Germany,CO2
2009,10.271695262484291,Germany,CO2
2010,10.180250601102813,Germany,CO2
2011,10.057902192249951,Germany,CO2
2012,9.904841063387385,Germany,CO2
2013,9.880711475151102,Germany,CO2
2014,9.789053436036937,Germany,CO2
2015,9.666264110983786,Germany,CO2
2016,9.340855720748788,Germany,CO2
2017,9.143985238298612,Germany,CO2
2018,8.880193315605544,Germany,CO2
2019,8.585497645377785,Germany,CO2
2020,8.260089255143551,Germany,CO2
2021,8.06321877269325,Germany,CO2
2022,7.799426850000452,Germany,CO2
2023,7.50473117977411,Germany,CO2
2023,6.656842248884901,Germany,CO2
2024,6.8234413885790595,Germany,CO2
2025,6.437374886492896,Germany,CO2
2026,6.021458833467469,Germany,CO2
2027,5.576075783282897,Germany,CO2
1986,10.306587900800011,United Kingdom,CO2
1987,10.274986041932177,United Kingdom,CO2
1988,10.251178201555195,United Kingdom,CO2
1989,10.193231685779379,United Kingdom,CO2
1990,10.15383743574861,United Kingdom,CO2
1991,10.122235576650006,United Kingdom,CO2
1992,10.084088806225841,United Kingdom,CO2
1993,10.011646116219135,United Kingdom,CO2
1994,9.95765772186344,United Kingdom,CO2
1995,9.911332458139617,United Kingdom,CO2
1996,9.872782785809566,United Kingdom,CO2
1997,9.799973703718488,United Kingdom,CO2
1998,9.745757495561671,United Kingdom,CO2
1999,9.699326640347502,United Kingdom,CO2
2000,9.660665906805946,United Kingdom,CO2
2001,9.5877541450368,United Kingdom,CO2
2002,9.533299183636277,United Kingdom,CO2
2003,9.486595531919825,United Kingdom,CO2
2004,9.447659701892052,United Kingdom,CO2
2005,9.374543750039809,United Kingdom,CO2
2006,9.126110756106138,United Kingdom,CO2
2007,8.848742250496983,United Kingdom,CO2
2008,8.578952395629686,United Kingdom,CO2
2009,8.274320790923781,United Kingdom,CO2
2010,7.9888809659915925,United Kingdom,CO2
2011,7.711233531887609,United Kingdom,CO2
2012,7.441380116299863,United Kingdom,CO2
2013,7.136713928006689,United Kingdom,CO2
2014,6.85127410307406,United Kingdom,CO2
2015,6.573626669096148,United Kingdom,CO2
2016,6.303773253727848,United Kingdom,CO2
2017,5.999107065616134,United Kingdom,CO2
2018,5.713667240799312,United Kingdom,CO2
2019,5.436019806914686,United Kingdom,CO2
2020,5.166166391546378,United Kingdom,CO2
2021,4.861500203434566,United Kingdom,CO2
2022,4.576060378617844,United Kingdom,CO2
2023,4.298412944733294,United Kingdom,CO2
2023,4.164116781584273,United Kingdom,CO2
2024,3.76648434993945,United Kingdom,CO2
2025,3.512154235198799,United Kingdom,CO2
2026,3.265518678006024,United Kingdom,CO2
2027,3.0265099194022236,United Kingdom,CO2
1986,7.9434436542000295,Japan,CO2
1987,8.157353802163808,Japan,CO2
1988,8.372496602620943,Japan,CO2
1989,8.532023387453435,Japan,CO2
1990,8.744688522276094,Japan,CO2
1991,8.958598670171083,Japan,CO2
1992,9.173668058747097,Japan,CO2
1993,9.333069231438438,Japan,CO2
1994,9.545445580412576,Japan,CO2
1995,9.7589860184829,Japan,CO2
1996,9.806829000853991,Japan,CO2
1997,9.798355311683817,Japan,CO2
1998,9.843478990346629,Japan,CO2
1999,9.88981722530864,Japan,CO2
2000,9.937384464963493,Japan,CO2
2001,9.928769916652188,Japan,CO2
2002,9.973562753547487,Japan,CO2
2003,9.962048644741987,Japan,CO2
2004,9.951544022147338,Japan,CO2
2005,9.8848051723741,Japan,CO2
2006,9.871549994654986,Japan,CO2
2007,9.859449231524483,Japan,CO2
2008,9.848563592200021,Japan,CO2
2009,9.781348720907854,Japan,CO2
2010,9.76778912287087,Japan,CO2
2011,9.755462997475465,Japan,CO2
2012,9.744369523925625,Japan,CO2
2013,9.676499540811466,Japan,CO2
2014,9.662144549159976,Japan,CO2
2015,9.516076356464946,Japan,CO2
2016,9.371160392289655,Japan,CO2
2017,9.169641950684545,Japan,CO2
2018,9.022248321591242,Japan,CO2
2019,8.876099705570322,Japan,CO2
2020,8.731183741394986,Japan,CO2
2021,8.529665299789848,Japan,CO2
2022,8.382271670696662,Japan,CO2
2023,8.23612305467572,Japan,CO2
2023,8.163421893675181,Japan,CO2
2024,7.9475063348866355,Japan,CO2
2025,7.804998287080389,Japan,CO2
2026,7.663655423556794,Japan,CO2
2027,7.523445242780253,Japan,CO2
1986,0.702754141800038,Indonesia,CO2
1987,0.7582547341219477,Indonesia,CO2
1988,0.7843079350498199,Indonesia,CO2
1989,0.8024376227087782,Indonesia,CO2
1990,0.8873601062510439,Indonesia,CO2
1991,0.9428606985787478,Indonesia,CO2
1992,0.9689138995093356,Indonesia,CO2
1993,0.9870435871680359,Indonesia,CO2
1994,1.0719660706947909,Indonesia,CO2
1995,1.1274666630047987,Indonesia,CO2
1996,1.153519863913038,Indonesia,CO2
1997,1.1716495515501002,Indonesia,CO2
1998,1.2565720350701426,Indonesia,CO2
1999,1.312072627383049,Indonesia,CO2
2000,1.33812582828769,Indonesia,CO2
2001,1.3562555159173986,Indonesia,CO2
2002,1.4411779994219711,Indonesia,CO2
2003,1.4966785917307501,Indonesia,CO2
2004,1.5227318770421032,Indonesia,CO2
2005,1.5408616493199028,Indonesia,CO2
2006,1.6258024950570116,Indonesia,CO2
2007,1.681329806534188,Indonesia,CO2
2008,1.7074625952341602,Indonesia,CO2
2009,1.7296825830201392,Indonesia,CO2
2010,1.8187326402673467,Indonesia,CO2
2011,1.8784027687479306,Indonesia,CO2
2012,1.908625505824596,Indonesia,CO2
2013,1.9309485438117868,Indonesia,CO2
2014,2.0200625444041522,Indonesia,CO2
2015,2.079758964371129,Indonesia,CO2
2016,2.1100094012933774,Indonesia,CO2
2017,2.132347824227616,Indonesia,CO2
2018,2.221467543768357,Indonesia,CO2
2019,2.281165372094591,Indonesia,CO2
2020,2.3114158090167978,Indonesia,CO2
2021,2.3337542319512967,Indonesia,CO2
2022,2.4228739514920314,Indonesia,CO2
2023,2.482571779817979,Indonesia,CO2
2023,2.1392233025170326,Indonesia,CO2
2024,2.513650935326246,Indonesia,CO2
2025,2.485134743835919,Indonesia,CO2
2026,2.4274014617721953,Indonesia,CO2
2027,2.3406297102419327,Indonesia,CO2
1986,15.897612116100083,Canada,CO2
1987,16.08064009808277,Canada,CO2
1988,16.241425998391453,Canada,CO2
1989,16.191893921692913,Canada,CO2
1990,16.39699790776173,Canada,CO2
1991,16.580025881795304,Canada,CO2
1992,16.74081177494568,Canada,CO2
1993,16.691279694093716,Canada,CO2
1994,16.89638367680004,Canada,CO2
1995,17.079411646706095,Canada,CO2
1996,17.240197534819224,Canada,CO2
1997,17.190665452778187,Canada,CO2
1998,17.39576943228312,Canada,CO2
1999,17.578797397518212,Canada,CO2
2000,17.73958122790449,Canada,CO2
2001,17.689856968807334,Canada,CO2
2002,17.894730714998857,Canada,CO2
2003,17.85340778058952,Canada,CO2
2004,17.789368606454865,Canada,CO2
2005,17.514395500955697,Canada,CO2
2006,17.39672175259998,Canada,CO2
2007,17.256826416750915,Canada,CO2
2008,17.094654358095408,Canada,CO2
2009,16.721162208478056,Canada,CO2
2010,16.603191254748115,Canada,CO2
2011,16.463144287330334,Canada,CO2
2012,16.300855242686552,Canada,CO2
2013,15.92736308630463,Canada,CO2
2014,15.809392121179659,Canada,CO2
2015,15.669333932935812,Canada,CO2
2016,15.507033659056304,Canada,CO2
2017,15.133530245318928,Canada,CO2
2018,15.015548060701285,Canada,CO2
2019,14.87548986404905,Canada,CO2
2020,14.713189590168959,Canada,CO2
2021,14.339686176431949,Canada,CO2
2022,14.221703991814424,Canada,CO2
2023,14.081645795160977,Canada,CO2
2023,13.839406514381174,Canada,CO2
2024,13.734670103818118,Canada,CO2
2025,13.527519737468996,Canada,CO2
2026,13.297828087405708,Canada,CO2
2027,13.045562445493541,Canada,CO2
1986,228876.40329304055,Qatar,Energy
1987,228973.14437651038,Qatar,Energy
1988,229172.75643010714,Qatar,Energy
1989,227411.57737321078,Qatar,Energy
1990,227404.73986840912,Qatar,Energy
1991,227501.48095276946,Qatar,Energy
1992,227701.0930056907,Qatar,Energy
1993,225939.90895174182,Qatar,Energy
1994,225933.03350470905,Qatar,Energy
1995,226029.66830415212,Qatar,Energy
1996,226229.17407190113,Qatar,Energy
1997,224467.88843487407,Qatar,Energy
1998,224460.9446419626,Qatar,Energy
1999,224557.5794381218,Qatar,Energy
2000,224757.08520178698,Qatar,Energy
2001,222995.7995638161,Qatar,Energy
2002,222988.85576986463,Qatar,Energy
2003,223085.49056498014,Qatar,Energy
2004,223284.9963295877,Qatar,Energy
2005,221523.7106914089,Qatar,Energy
2006,221516.76689601006,Qatar,Energy
2007,221613.40169107646,Qatar,Energy
2008,221812.90745674312,Qatar,Energy
2009,220051.62181930925,Qatar,Energy
2010,220044.6780255367,Qatar,Energy
2011,220141.31282042895,Qatar,Energy
2012,220340.81858483475,Qatar,Energy
2013,218579.53294774826,Qatar,Energy
2014,218572.58915548128,Qatar,Energy
2015,218669.22395100427,Qatar,Energy
2016,218868.72971641147,Qatar,Energy
2017,217107.44407902358,Qatar,Energy
2018,217100.50028575433,Qatar,Energy
2019,217197.1350816499,Qatar,Energy
2020,217396.64084705437,Qatar,Energy
2021,215635.35520966584,Qatar,Energy
2022,215628.41141639964,Qatar,Energy
2023,215725.04621229213,Qatar,Energy
2023,219200.01986078412,Qatar,Energy
2024,216225.95712546507,Qatar,Energy
2025,216628.02772496708,Qatar,Energy
2026,217129.26961347624,Qatar,Energy
2027,217727.93099141258,Qatar,Energy
1986,70866.04739900005,Iceland,Energy
1987,74391.97146134237,Iceland,Energy
1988,78383.84459737508,Iceland,Energy
1989,81282.57102629312,Iceland,Energy
1990,84342.4677387767,Iceland,Energy
1991,87868.39180333025,Iceland,Energy
1992,91860.26494832704,Iceland,Energy
1993,94758.99138967946,Iceland,Energy
1994,97818.88810227245,Iceland,Energy
1995,101344.81217085256,Iceland,Energy
1996,105336.68532271622,Iceland,Energy
1997,108235.41176627034,Iceland,Energy
1998,111295.30848715655,Iceland,Energy
1999,114821.23256649263,Iceland,Energy
2000,118813.10571880445,Iceland,Energy
2001,121711.83216891575,Iceland,Energy
2002,124771.72890214984,Iceland,Energy
2003,128297.6529909749,Iceland,Energy
2004,132289.52615180681,Iceland,Energy
2005,135188.2526051178,Iceland,Energy
2006,138248.1493340392,Iceland,Energy
2007,141774.07340880443,Iceland,Energy
2008,145765.6175412977,Iceland,Energy
2009,148663.78745976172,Iceland,Energy
2010,151720.66215862168,Iceland,Energy
2011,155242.14468596998,Iceland,Energy
2012,159229.57629147204,Iceland,Energy
2013,162122.45564458318,Iceland,Energy
2014,165173.44577731084,Iceland,Energy
2015,168690.15097240888,Iceland,Energy
2016,172672.69950406218,Iceland,Energy
2017,175562.07578125814,Iceland,Energy
2018,178612.64788268658,Iceland,Energy
2019,182129.247336186,Iceland,Energy
2020,186111.79586783823,Iceland,Energy
2021,189001.1721450304,Iceland,Energy
2022,192051.7442464608,Iceland,Energy
2023,195568.34369996277,Iceland,Energy
2023,206670.56011046295,Iceland,Energy
2024,203998.47169323295,Iceland,Energy
2025,208909.32551206776,Iceland,Energy
2026,214280.86156522328,Iceland,Energy
2027,220109.65647421125,Iceland,Energy
1986,147274.88898326352,Bahrain,Energy
1987,146331.17246383295,Bahrain,Energy
1988,143641.18470270498,Bahrain,Energy
1989,147624.11159550643,Bahrain,Energy
1990,148427.75724771962,Bahrain,Energy
1991,147484.04072824272,Bahrain,Energy
1992,144794.0529673639,Bahrain,Energy
1993,148776.97986096505,Bahrain,Energy
1994,149580.62551370633,Bahrain,Energy
1995,148636.90899486496,Bahrain,Energy
1996,145946.9212346971,Bahrain,Energy
1997,149929.84812888675,Bahrain,Energy
1998,150733.49378228298,Bahrain,Energy
1999,149789.77726384887,Bahrain,Energy
2000,147099.78950322274,Bahrain,Energy
2001,151081.86188482156,Bahrain,Energy
2002,151884.54538023856,Bahrain,Energy
2003,150939.8626655595,Bahrain,Energy
2004,148248.81266285537,Bahrain,Energy
2005,152230.67440396972,Bahrain,Energy
2006,153031.46912859345,Bahrain,Energy
2007,152083.8241090738,Bahrain,Energy
2008,149389.83879706182,Bahrain,Energy
2009,153368.75718668685,Bahrain,Energy
2010,154168.4052872681,Bahrain,Energy
2011,153220.69121637684,Bahrain,Energy
2012,150526.70590386342,Bahrain,Energy
2013,154505.6242931063,Bahrain,Energy
2014,155305.27239363248,Bahrain,Energy
2015,154357.5583225303,Bahrain,Energy
2016,151663.57301000372,Bahrain,Energy
2017,155642.49139939196,Bahrain,Energy
2018,156442.13950018887,Bahrain,Energy
2019,155494.42542928958,Bahrain,Energy
2020,152800.4401167691,Bahrain,Energy
2021,156779.35850617042,Bahrain,Energy
2022,157579.00660695645,Bahrain,Energy
2023,156631.2925360503,Bahrain,Energy
2023,124688.31044216777,Bahrain,Energy
2024,149501.13794186222,Bahrain,Energy
2025,143329.86203900722,Bahrain,Energy
2026,135433.53567063977,Bahrain,Energy
2027,125825.17754903491,Bahrain,Energy
1986,71961.41119340621,Singapore,Energy
1987,74268.51469203923,Singapore,Energy
1988,77419.73982243778,Singapore,Energy
1989,82313.2638245677,Singapore,Energy
1990,83777.15280664316,Singapore,Energy
1991,86084.25629464193,Singapore,Energy
1992,89235.48141469342,Singapore,Energy
1993,94129.00536829555,Singapore,Energy
1994,95592.75598559761,Singapore,Energy
1995,97899.12173833526,Singapore,Energy
1996,101048.08346224805,Singapore,Energy
1997,105937.64378162316,Singapore,Energy
1998,107397.5799091055,Singapore,Energy
1999,109700.1817683124,Singapore,Energy
2000,112846.88959070969,Singapore,Energy
2001,117735.8837482321,Singapore,Energy
2002,119195.25525565172,Singapore,Energy
2003,121497.47252538617,Singapore,Energy
2004,124643.81142373572,Singapore,Energy
2005,129532.43581463493,Singapore,Energy
2006,130991.43856374947,Singapore,Energy
2007,133293.01739828844,Singapore,Energy
2008,136437.24682859867,Singapore,Energy
2009,141321.50601892167,Singapore,Energy
2010,142774.9306721041,Singapore,Energy
2011,143901.0180344125,Singapore,Energy
2012,145871.22703296543,Singapore,Energy
2013,149577.25671922372,Singapore,Energy
2014,149853.926519516,Singapore,Energy
2015,150973.297803232,Singapore,Energy
2016,152936.62366459786,Singapore,Energy
2017,156638.99388691454,Singapore,Energy
2018,156914.98360611836,Singapore,Energy
2019,158034.18783124344,Singapore,Energy
2020,159997.513692611,Singapore,Energy
2021,163699.88391492018,Singapore,Energy
2022,163975.87363412106,Singapore,Energy
2023,165095.07785925322,Singapore,Energy
2023,176257.69700262515,Singapore,Energy
2024,169865.2577588297,Singapore,Energy
2025,173513.5470573731,Singapore,Energy
2026,177999.68291198835,Singapore,Energy
2027,183318.58703059377,Singapore,Energy
1986,194397.55733336532,United Arab Emirates,Energy
1987,193273.06271208095,United Arab Emirates,Energy
1988,191904.47069235082,United Arab Emirates,Energy
1989,187246.81128294437,United Arab Emirates,Energy
1990,186365.0610166255,United Arab Emirates,Energy
1991,185240.56639728328,United Arab Emirates,Energy
1992,183871.97437555288,United Arab Emirates,Energy
1993,179214.3149623265,United Arab Emirates,Energy
1994,178332.56469250325,United Arab Emirates,Energy
1995,177208.07006720628,United Arab Emirates,Energy
1996,175839.47803939442,United Arab Emirates,Energy
1997,171181.8186146673,United Arab Emirates,Energy
1998,170300.06833433668,United Arab Emirates,Energy
1999,169175.57369849453,United Arab Emirates,Energy
2000,167806.98166100014,United Arab Emirates,Energy
2001,163149.32223122596,United Arab Emirates,Energy
2002,162267.57194487052,United Arab Emirates,Energy
2003,161143.0773064095,United Arab Emirates,Energy
2004,159774.48526589663,United Arab Emirates,Energy
2005,155116.82583431766,United Arab Emirates,Energy
2006,154235.07554770086,United Arab Emirates,Energy
2007,153110.5809197948,United Arab Emirates,Energy
2008,151741.9895733417,United Arab Emirates,Energy
2009,147085.13016276772,United Arab Emirates,Energy
2010,146204.41618868092,United Arab Emirates,Energy
2011,145081.43143643433,United Arab Emirates,Energy
2012,143714.34928386842,United Arab Emirates,Energy
2013,139058.20623518171,United Arab Emirates,Energy
2014,138177.96918843468,United Arab Emirates,Energy
2015,137054.9879385311,United Arab Emirates,Energy
2016,135687.90941498615,United Arab Emirates,Energy
2017,131031.7676469791,United Arab Emirates,Energy
2018,130151.53087677306,United Arab Emirates,Energy
2019,129028.54975354852,United Arab Emirates,Energy
2020,127661.47122999899,United Arab Emirates,Energy
